source,id,id_raw,tier_raw,tier,seq,title,description
scf,scf:pes-08.1,PES-08.1,Controls,1,788,Fire Detection Devices,Facility security mechanisms exist to utilize and maintain fire detection devices/systems that activate automatically and notify organizational personnel and emergency responders in the event of a fire. 
scf,scf:pes-08.2,PES-08.2,Controls,1,789,Fire Suppression Devices,Facility security mechanisms exist to utilize fire suppression devices/systems that provide automatic notification of any activation to organizational personnel and emergency responders. 
scf,scf:pes-08.3,PES-08.3,Controls,1,790,Automatic Fire Suppression,Facility security mechanisms exist to employ an automatic fire suppression capability for critical information systems when the facility is not staffed on a continuous basis.
scf,scf:pes-09,PES-09,Controls,1,791,Temperature & Humidity Controls,Facility security mechanisms exist to maintain and monitor temperature and humidity levels within the facility.
scf,scf:pes-09.1,PES-09.1,Controls,1,792,Monitoring with Alarms / Notifications,Facility security mechanisms exist to trigger an alarm or notification of temperature and humidity changes that be potentially harmful to personnel or equipment. 
scf,scf:pes-10,PES-10,Controls,1,793,Delivery & Removal ,Physical security mechanisms exist to isolate information processing facilities from points such as delivery and loading areas and other points to avoid unauthorized access. 
scf,scf:pes-11,PES-11,Controls,1,794,Alternate Work Site,"Physical security mechanisms exist to utilize appropriate management, operational and technical controls at alternate work sites."
scf,scf:pes-12,PES-12,Controls,1,795,Equipment Siting & Protection ,Physical security mechanisms exist to locate system components within the facility to minimize potential damage from physical and environmental hazards and to minimize the opportunity for unauthorized access. 
scf,scf:pes-12.1,PES-12.1,Controls,1,796,Transmission Medium Security,"Physical security mechanisms exist to protect power and telecommunications cabling carrying data or supporting information services from interception, interference or damage. "
scf,scf:pes-12.2,PES-12.2,Controls,1,797,Access Control for Output Devices,"Physical security mechanisms exist to restrict access to printers and other system output devices to prevent unauthorized individuals from obtaining the output. 

Methods To Comply With SCF Controls:
- Printer management (print only when at the printer with proximity card or code)"
scf,scf:pes-13,PES-13,Controls,1,798,Information Leakage Due To Electromagnetic Signals Emanations,Facility security mechanisms exist to protect the system from information leakage due to electromagnetic signals emanations. 
scf,scf:pes-14,PES-14,Controls,1,799,Asset Monitoring and Tracking,"Physical security mechanisms exist to employ asset location technologies that track and monitor the location and movement of organization-defined assets within organization-defined controlled areas.

Methods To Comply With SCF Controls:
- RFID tagging"
scf,scf:pes-15,PES-15,Controls,1,800,Electromagnetic Pulse (EMP) Protection,"Physical security mechanisms exist to employ safeguards against Electromagnetic Pulse (EMP) damage for systems and system components.

Methods To Comply With SCF Controls:
- EMP shielding (Faraday cages)"
scf,scf:pes-16,PES-16,Controls,1,801,Component Marking,"Physical security mechanisms exist to mark system hardware components indicating the impact or classification level of the information permitted to be processed, stored or transmitted by the hardware component."
scf,scf:pes-17,PES-17,Controls,1,802,Proximity Sensor ,Automated mechanisms exist to monitor physical proximity to robotic or autonomous platforms to reduce applied force or stop the operation when sensors indicate a potentially dangerous scenario.
scf,scf:pes-18,PES-18,Controls,1,803,On-Site Client Segregation,Mechanisms exist to ensure client-specific Intellectual Property (IP) is isolated from other data when client-specific IP is processed or stored within multi-client work spaces.
scf,scf:pri-01,PRI-01,Controls,1,804,Privacy Program,Mechanisms exist to facilitate the implementation and operation of privacy controls. 
scf,scf:pri-01.1,PRI-01.1,Controls,1,805,Chief Privacy Officer (CPO),"Mechanisms exist to appoints a Chief Privacy Officer (CPO) or similar role, with the authority, mission, accountability and resources to coordinate, develop and implement, applicable privacy requirements and manage privacy risks through the organization-wide privacy program."
scf,scf:pri-01.2,PRI-01.2,Controls,1,806,Privacy Act Statements,Mechanisms exist to provide additional formal notice to individuals from whom the information is being collected that includes:
scf,scf:pri-01.3,PRI-01.3,Controls,1,807,Dissemination of Privacy Program Information ,Mechanisms exist to: 
scf,scf:pri-01.4,PRI-01.4,Controls,1,808,Data Protection Officer (DPO),Mechanisms exist to appoint a Data Protection Officer (DPO):
scf,scf:pri-01.5,PRI-01.5,Controls,1,809,Binding Corporate Rules (BCR),"Mechanisms exist to implement and manage Binding Corporate Rules (BCR) (e.g., data sharing agreement) to legally-bind all parties engaged in a joint economic activity that contractually states enforceable rights on data subjects with regard to the processing of their personal data."
scf,scf:pri-01.6,PRI-01.6,Controls,1,810,Security of Personal Data,Mechanisms exist to ensure Personal Data (PD) is protected by security safeguards that are sufficient and appropriately scoped to protect the confidentiality and integrity of the PD.
scf,scf:pri-01.7,PRI-01.7,Controls,1,811,Limiting Personal Data Disclosures,Mechanisms exist to limit the disclosure of Personal Data (PD) to authorized parties for the sole purpose for which the PD was obtained.
scf,scf:pri-02,PRI-02,Controls,1,812,Privacy Notice,Mechanisms exist to:
scf,scf:pri-02.1,PRI-02.1,Controls,1,813,Purpose Specification,"Mechanisms exist to identify and document the purpose(s) for which Personal Data (PD) is collected, used, maintained and shared in its privacy notices."
scf,scf:pri-02.2,PRI-02.2,Controls,1,814,Automated Data Management Processes,"Automated mechanisms exist to adjust data that is able to be collected, created, used, disseminated, maintained, retained and/or disclosed, based on updated data subject authorization(s).

Methods To Comply With SCF Controls:
The organization should identify and address obligations, including legal obligations, to the PD principals resulting from decisions made by the organization which are related to the PD principal based solely on automated processing of PD."
scf,scf:pri-02.3,PRI-02.3,Controls,1,815,Computer Matching Agreements (CMA) ,Mechanisms exist to publish Computer Matching Agreements (CMA) on the public website of the organization.
scf,scf:pri-02.4,PRI-02.4,Controls,1,816,System of Records Notice (SORN),"Mechanisms exist to draft, publish and keep System of Records Notices (SORN) updated in accordance with regulatory guidance."
scf,scf:pri-02.5,PRI-02.5,Controls,1,817,System of Records Notice (SORN) Review Process,Mechanisms exist to review all routine uses of data published in the System of Records Notices (SORN) to ensure continued accuracy and to ensure that routine uses continue to be compatible with the purpose for which the information was collected.
scf,scf:pri-02.6,PRI-02.6,Controls,1,818,Privacy Act Exemptions,Mechanisms exist to review all Privacy Act exemptions claimed for the System of Records Notices (SORN) to ensure they remain appropriate and accurate.
scf,scf:pri-02.7,PRI-02.7,Controls,1,819,Real-Time or Layered Notice,Mechanisms exist to provide real-time and/or layered notice when Personal Data (PD) is collected that provides data subjects with a summary of key points or more detailed information that is specific to the organization's privacy notice.
scf,scf:pri-03,PRI-03,Controls,1,820,Choice & Consent,"Mechanisms exist to authorize the processing of their Personal Data (PD) prior to its collection that:

Methods To Comply With SCF Controls:
- ""opt in"" vs ""opt out"" user selections"
scf,scf:pri-03.1,PRI-03.1,Controls,1,821,Tailored Consent,Mechanisms exist to allow data subjects to modify the use permissions to selected attributes of their Personal Data (PD).
scf,scf:pri-03.2,PRI-03.2,Controls,1,822,Just-In-Time Notice & Updated Consent,"Mechanisms exist to present authorizations to process Personal Data (PD) in conjunction with the data action, when:"
scf,scf:pri-03.3,PRI-03.3,Controls,1,823,Prohibition Of Selling or Sharing Personal Data (PD),Mechanisms exist to prevent the sale or sharing of Personal Data (PD) when instructed by the data subject.
scf,scf:pri-03.4,PRI-03.4,Controls,1,824,Revoke Consent,Mechanisms exist to allow data subjects to revoke consent to the processing of their Personal Data (PD).
scf,scf:pri-03.5,PRI-03.5,Controls,1,825,Product or Service Delivery Restrictions,"Mechanisms exist to prohibit the refusal or products and/or services on the grounds that a data subject does not agree to the processing of Personal Data (PD) or withdraws consent.

Methods To Comply With SCF Controls:
- Privacy Program"
